"Relative Time (Process)","env.ppo.num_actors: 16384 - _step","env.ppo.num_actors: 16384 - _step__MIN","env.ppo.num_actors: 16384 - _step__MAX","env.ppo.num_actors: 16384 - rewards/time","env.ppo.num_actors: 16384 - rewards/time__MIN","env.ppo.num_actors: 16384 - rewards/time__MAX","env.ppo.num_actors: 8192 - _step","env.ppo.num_actors: 8192 - _step__MIN","env.ppo.num_actors: 8192 - _step__MAX","env.ppo.num_actors: 8192 - rewards/time","env.ppo.num_actors: 8192 - rewards/time__MIN","env.ppo.num_actors: 8192 - rewards/time__MAX","env.ppo.num_actors: 4096 - _step","env.ppo.num_actors: 4096 - _step__MIN","env.ppo.num_actors: 4096 - _step__MAX","env.ppo.num_actors: 4096 - rewards/time","env.ppo.num_actors: 4096 - rewards/time__MIN","env.ppo.num_actors: 4096 - rewards/time__MAX","env.ppo.num_actors: 2048 - _step","env.ppo.num_actors: 2048 - _step__MIN","env.ppo.num_actors: 2048 - _step__MAX","env.ppo.num_actors: 2048 - rewards/time","env.ppo.num_actors: 2048 - rewards/time__MIN","env.ppo.num_actors: 2048 - rewards/time__MAX","env.ppo.num_actors: 128 - _step","env.ppo.num_actors: 128 - _step__MIN","env.ppo.num_actors: 128 - _step__MAX","env.ppo.num_actors: 128 - rewards/time","env.ppo.num_actors: 128 - rewards/time__MIN","env.ppo.num_actors: 128 - rewards/time__MAX","env.ppo.num_actors: 1024 - _step","env.ppo.num_actors: 1024 - _step__MIN","env.ppo.num_actors: 1024 - _step__MAX","env.ppo.num_actors: 1024 - rewards/time","env.ppo.num_actors: 1024 - rewards/time__MIN","env.ppo.num_actors: 1024 - rewards/time__MAX","env.ppo.num_actors: 512 - _step","env.ppo.num_actors: 512 - _step__MIN","env.ppo.num_actors: 512 - _step__MAX","env.ppo.num_actors: 512 - rewards/time","env.ppo.num_actors: 512 - rewards/time__MIN","env.ppo.num_actors: 512 - rewards/time__MAX","env.ppo.num_actors: 256 - _step","env.ppo.num_actors: 256 - _step__MIN","env.ppo.num_actors: 256 - _step__MAX","env.ppo.num_actors: 256 - rewards/time","env.ppo.num_actors: 256 - rewards/time__MIN","env.ppo.num_actors: 256 - rewards/time__MAX","env.ppo.num_actors: 64 - _step","env.ppo.num_actors: 64 - _step__MIN","env.ppo.num_actors: 64 - _step__MAX","env.ppo.num_actors: 64 - rewards/time","env.ppo.num_actors: 64 - rewards/time__MIN","env.ppo.num_actors: 64 - rewards/time__MAX"
"1315","1989.5","1901","2078","5624.818359375","5223.45556640625","6026.18115234375","1504.25","1470","1520","5422.112060546875","5283.2548828125","5642.3486328125","2316.5","2288","2334","5658.081380208333","5051.1181640625","6277.0244140625","2565.5","2533","2602","5078.364908854167","5006.041015625","5197.84375","3922.6666666666665","3854","4043","5106.403917100694","4999.0576171875","5235.46435546875","2632.5","2610","2656","5260.996826171875","5165.90478515625","5439.3369140625","2924.25","2894","2943","4848.681457519531","4347.15576171875","5165.1826171875","2982.1428571428573","2922","3008","4736.763462611607","4394.28125","5377.494140625","4370.1","4272","4445","4188.436865234375","3787.781982421875","4588.5224609375"
"1316","2027","1904","2096","5443.4130859375","5065.6904296875","6034.0869140625","1500.3333333333333","1471","1521","5447.441569010417","5325.4697265625","5627.64111328125","2318.5","2290","2336","5655.474690755208","5054.923828125","6271.89501953125","2567.5","2535","2604","5071.300699869792","5007.00830078125","5178.27001953125","3937.8","3857","4047","5116.26103515625","5011.3916015625","5271.15283203125","2634.5","2612","2658","5225.030029296875","5179.46435546875","5275.0693359375","2928.5","2897","2945","4811.117513020833","4353.21875","5148.3583984375","2972.714285714286","2924","3010","4821.827706473215","4342.6162109375","5388.69091796875","4394.090909090909","4276","4449","4073.8748002485795","3742.34423828125","4587.39697265625"
"1317","2099","2099","2099","5064.00341796875","5064.00341796875","5064.00341796875","1503.75","1472","1522","5503.8443603515625","5363.09814453125","5633.294921875","2318.2","2292","2338","5664.6294921875","5059.9658203125","6277.58447265625","2569.5","2537","2606","5058.071126302083","4970.0380859375","5195.3798828125","3922.4","3860","4050","5131.596142578125","5016.53125","5273.04736328125","2636.5","2614","2660","5279.741129557292","5114.0927734375","5441.3134765625","2930.5","2899","2947","4787.037353515625","4305.75","5156.2138671875","2987.1428571428573","2927","3013","4672.673828125","4342.6826171875","5359.85009765625","4377.1","4279","4452","4164.521435546875","3778.505126953125","4587.97705078125"
"1318","1995.5","1907","2084","5631.762451171875","5222.908203125","6040.61669921875","1495.5","1473","1523","5417.788330078125","5354.12353515625","5526.0107421875","2324.5","2294","2339","5638.125732421875","5059.33251953125","6235.27197265625","2571.5","2539","2608","5081.35205078125","4984.56591796875","5229.57275390625","3932.3333333333335","3864","4053","5136.509657118056","5016.0458984375","5308.6416015625","2638.5","2616","2662","5282.284098307292","5125.576171875","5461.2392578125","2934.8571428571427","2901","2949","4734.157505580357","4328.2265625","5146.95849609375","2985.1666666666665","2929","3015","4734.964192708333","4348.73876953125","5400.689453125","4401.090909090909","4283","4456","4067.542302911932","3738.64013671875","4588.99365234375"
"1319","2094.5","2087","2102","5540.951416015625","5041.4287109375","6040.47412109375","1504","1475","1524","5402.297688802083","5278.73291015625","5527.59130859375","2323.5","2295","2341","5663.20947265625","5058.93603515625","6292.619140625","2573.5","2541","2610","5094.695068359375","5010.9111328125","5224.8173828125","3935.3333333333335","3867","4056","5131.315700954861","5041.0341796875","5270.6875","2644","2618","2665","5268.466238839285","5109.71728515625","5476.14794921875","2933.25","2903","2952","4856.0845947265625","4365.45458984375","5105.7509765625","2983.875","2931","3017","4787.923034667969","4348.75634765625","5400.640625","4389.272727272727","4286","4459","4119.125843394886","3740.583251953125","4591.9482421875"
"1320","1910","1910","1910","5186.91845703125","5186.91845703125","5186.91845703125","1510.25","1476","1526","5378.48486328125","5260.5986328125","5568.8291015625","2325.5","2297","2343","5668.639241536458","5064.1005859375","6296.93505859375","2575.5","2543","2612","5097.53466796875","5010.7841796875","5229.02294921875","3938.3333333333335","3870","4059","5128.988226996527","5020.78466796875","5265.3193359375","2642.8333333333335","2620","2667","5289.97021484375","5081.55712890625","5527.9921875","2937.5","2906","2954","4790.797037760417","4346.25048828125","5121.54833984375","2994.1428571428573","2934","3020","4660.716099330357","4353.947265625","5353.27099609375","4404.8","4290","4463","4086.039599609375","3744.49658203125","4591.57373046875"
"1321","2036","1913","2105","5422.953450520833","5081.111328125","5971.68212890625","1508.75","1477","1527","5452.5634765625","5205.43408203125","5634.9833984375","2327.5","2299","2345","5660.076578776042","5035.84765625","6300.05126953125","2577.5","2545","2614","5071.911702473958","5004.4921875","5190.30419921875","3941.3333333333335","3873","4062","5125.040147569444","5037.0380859375","5257.3662109375","2644.8333333333335","2622","2669","5214.1259765625","4952.525390625","5558.671875","2939.5","2908","2956","4778.515787760417","4359.97314453125","5026.4873046875","2992.1666666666665","2936","3022","4687.553141276042","4368.03857421875","5256.8173828125","4401.666666666667","4293","4466","4113.62744140625","3775.898681640625","4591.57373046875"
"1322","2108","2108","2108","5018.12255859375","5018.12255859375","5018.12255859375","1507.6666666666667","1478","1528","5399.69677734375","5191.5673828125","5624.236328125","2329.5","2301","2347","5665.856770833333","5050.48095703125","6301.59912109375","2585.8","2547","2616","5022.576171875","4968.34765625","5139.41845703125","3944.3333333333335","3876","4065","5112.06640625","5056.10595703125","5212.3779296875","2646.8333333333335","2624","2671","5235.267659505208","4956.462890625","5479.0146484375","2943.8571428571427","2910","2958","4718.243024553572","4313.06982421875","5075.6708984375","2990.875","2938","3024","4737.5625","4334.12841796875","5295.21484375","4396.1","4296","4470","4179.2486572265625","3794.43017578125","4589.52001953125"
"1323","2004.5","1916","2093","5626.641357421875","5219.943359375","6033.33935546875","1501.5","1479","1529","5383.0966796875","5218.4482421875","5564.259765625","2337","2303","2349","5544.690625","5061.666015625","6288.49072265625","2581.1666666666665","2548","2618","5051.510335286458","4977.4423828125","5164.107421875","3953.75","3879","4068","5083.4539794921875","5052.16845703125","5101.046875","2648.8333333333335","2626","2673","5252.7587890625","4998.36572265625","5538.8017578125","2942.25","2912","2961","4834.3482666015625","4274.5107421875","5126.8935546875","3001.1428571428573","2941","3027","4638.125209263393","4296.02783203125","5319.484375","4402.545454545455","4300","4473","4140.094615589489","3807.82470703125","4590.3779296875"
"1324","2042","1919","2111","5419.70751953125","5010.4609375","6028.27099609375","1515.25","1481","1531","5421.3782958984375","5269.82177734375","5637.4375","2333.1666666666665","2304","2351","5672.869547526042","5070.740234375","6300.29345703125","2583.1666666666665","2550","2620","5059.736409505208","4970.84716796875","5185.69677734375","3950","3882","4071","5040.921549479167","4985.1279296875","5102.06787109375","2650.8333333333335","2628","2675","5314.445475260417","5060.75439453125","5612.7275390625","2946.5","2915","2963","4778.393229166667","4217.6513671875","5141.87158203125","2999.1666666666665","2943","3029","4664.559326171875","4295.8974609375","5297.48046875","4421.727272727273","4304","4477","4078.095858487216","3819.941162109375","4589.58251953125"
"1325","","","","","","","1513.75","1482","1532","5507.652099609375","5376.875","5636.00927734375","2327.75","2306","2352","5824.234130859375","5080.19091796875","6298.328125","2585.1666666666665","2552","2622","5058.693277994792","4959.92529296875","5175.8994140625","3965.2","3885","4075","5023.140869140625","4985.1279296875","5067.87109375","2649.8571428571427","2630","2677","5282.894949776785","5003.2392578125","5618.5927734375","2948.5","2917","2965","4781.066324869792","4249.68310546875","5153.880859375","2997.875","2945","3031","4726.427917480469","4295.71875","5314.93408203125","4404.8","4307","4480","4171.887768554688","3849.7958984375","4591.86474609375"
"1326","2045","1922","2114","5433.632486979167","5056.275390625","6020.16650390625","1512.6666666666667","1483","1533","5450.1962890625","5396.14404296875","5552.72314453125","2336.5","2308","2354","5656.931315104167","5054.9248046875","6265.16748046875","2587.1666666666665","2554","2624","5082.409016927083","5015.31494140625","5206.3369140625","3956.3333333333335","3888","4078","5037.195638020833","4992.76953125","5072.31884765625","2655.1666666666665","2633","2679","5312.267171223958","5082.951171875","5581.05908203125","2954.75","2919","2968","4770.547607421875","4270.927734375","5138.73974609375","3003.8333333333335","2948","3033","4697.92236328125","4287.58154296875","5320.79541015625","4421","4311","4484","4126.403428819444","3800.666259765625","4586.619140625"
"1327","2117","2117","2117","5029.9697265625","5029.9697265625","5029.9697265625","1513.6666666666667","1484","1534","5464.878743489583","5392.3662109375","5578.36865234375","2338.5","2310","2356","5658.896158854167","5033.59375","6282.95166015625","2589.1666666666665","2556","2626","5070.085856119792","4943.28466796875","5196.38037109375","3959.3333333333335","3891","4081","5046.877224392361","5002.12841796875","5081.4775390625","2657.1666666666665","2635","2681","5300.402018229167","5129.8046875","5510.92724609375","2953.1666666666665","2921","2970","4819.239420572917","4349.99365234375","5164.85498046875","3002.875","2950","3036","4734.712890625","4300.72802734375","5357.8935546875","4411.2","4314","4487","4148.338891601563","3768.92138671875","4586.02783203125"
"1328","2013.5","1925","2102","5601.51416015625","5181.0263671875","6022.001953125","1513.2","1485","1536","5432.50771484375","5357.14111328125","5588.54345703125","2340.5","2312","2358","5651.623046875","5029.76220703125","6295.80126953125","2591.1666666666665","2558","2628","5072.634114583333","4953.93798828125","5204.5224609375","3962.3333333333335","3894","4084","5071.590603298611","5020.93310546875","5149.787109375","2659.4","2637","2683","5245.3705078125","5143.009765625","5527.61669921875","2950.8571428571427","2923","2972","4856.228724888393","4308.8525390625","5185.33837890625","3012.4285714285716","2953","3038","4684.401227678572","4301.3984375","5374.939453125","4431.6","4318","4491","4079.701708984375","3783.03515625","4584.7392578125"
"1329","2051","1928","2120","5440.441080729167","5079.76318359375","6021.2734375","1516.3333333333333","1487","1537","5448.894694010417","5384.55029296875","5569.31005859375","2346.5","2314","2360","5530.597900390625","5081.0087890625","6295.2392578125","2593.1666666666665","2560","2630","5071.687581380208","4926.76904296875","5184.48193359375","3965.3333333333335","3897","4087","5077.858832465277","5032.56396484375","5169.07080078125","2664.4285714285716","2639","2686","5267.498395647322","5127.97216796875","5527.9619140625","2957.5","2926","2974","4867.608072916667","4313.8974609375","5202.63134765625","3010.8333333333335","2955","3040","4729.392822265625","4324.63037109375","5379.57666015625","4428.333333333333","4321","4494","4108.357476128473","3815.513916015625","4585.16064453125"
"1330","2123","2123","2123","5050.12060546875","5050.12060546875","5050.12060546875","1519.75","1488","1538","5474.1353759765625","5362.7392578125","5569.2900390625","2343.8333333333335","2315","2362","5664.327880859375","5077.54931640625","6289.22607421875","2595.1666666666665","2562","2632","5081.623372395833","4924.11572265625","5211.13818359375","3968.3333333333335","3900","4090","5082.071234809027","4987.38232421875","5195.37353515625","2658.2","2641","2687","5316.74580078125","5120.52001953125","5584.544921875","2963.75","2928","2977","4779.811462402344","4212.021484375","5141.521484375","3009.875","2957","3043","4758.796447753906","4322.5546875","5404.6025390625","4423.3","4324","4498","4171.076025390625","3810.124267578125","4585.9765625"
"1331","2019.5","1931","2108","5582.79638671875","5159.8486328125","6005.744140625","1518.6666666666667","1489","1539","5466.99609375","5395.013671875","5595.669921875","2345.8333333333335","2317","2364","5670.261881510417","5066.88916015625","6301.96533203125","2597.1666666666665","2564","2634","5091.842447916667","4946.6982421875","5232.87109375","3971.3333333333335","3903","4093","5074.290256076389","4967.384765625","5203.1015625","2664.8333333333335","2643","2689","5259.520670572917","5097.25927734375","5587.2421875","2962.1666666666665","2930","2979","4818.141438802083","4247.728515625","5171.4150390625","3019.4285714285716","2960","3045","4691.22900390625","4355.5625","5313.8974609375","4434.666666666667","4328","4501","4124.002604166667","3835.271240234375","4584.064453125"
"1332","2030","1934","2126","5094.45849609375","5029.8994140625","5159.017578125","1519.6666666666667","1490","1540","5449.917643229167","5371.60546875","5559.8583984375","2344.2","2319","2365","5791.32431640625","5079.43212890625","6282.71435546875","2599.1666666666665","2566","2636","5087.350260416667","4884.77587890625","5254.43310546875","3980.875","3906","4096","5062.285400390625","4977.1796875","5156.71923828125","2666.8333333333335","2645","2691","5210.492024739583","5063.53955078125","5429.9208984375","2959.8571428571427","2932","2981","4843.495814732143","4247.330078125","5160.412109375","3017.8333333333335","2962","3047","4712.500162760417","4373.22216796875","5318.07470703125","4437.666666666667","4331","4504","4130.941650390625","3871.80712890625","4586.04833984375"
"1333","2111","2111","2111","5996.51123046875","5996.51123046875","5996.51123046875","1526","1491","1542","5472.4393310546875","5412.25048828125","5593.8642578125","2355","2321","2367","5548.77861328125","5060.546875","6288.62353515625","2601.1666666666665","2568","2638","5112.561360677083","4965.40625","5252.0419921875","3977","3909","4099","5050.109483506944","4951.5634765625","5137.962890625","2668.8333333333335","2647","2693","5263.19580078125","5129.15380859375","5484.89501953125","2969","2935","2984","4874.690778459822","4243.70947265625","5189.66650390625","3012.1428571428573","2964","3049","4773.962193080357","4387.056640625","5273.1650390625","4447.4","4334","4508","4107.154321289063","3869.50732421875","4588.44775390625"
"1334","2060","1937","2129","5390.057942708333","5026.97021484375","6011.06298828125","1518.2","1492","1543","5466.41728515625","5363.13427734375","5601.07861328125","2348.8","2322","2369","5673.25458984375","5073.42431640625","6290.33544921875","2603.1666666666665","2570","2640","5126.226481119792","5003.5927734375","5257.19384765625","3980","3912","4102","5006.636393229167","4922.9345703125","5121.26318359375","2670.8333333333335","2649","2695","5323.390462239583","5192.8349609375","5524.1318359375","2971.1428571428573","2937","2986","4746.509974888393","4305.13623046875","5208.408203125","3026.4285714285716","2967","3052","4638.130719866072","4346.2919921875","5299.77978515625","4438.363636363636","4337","4511","4137.121160333807","3775.86767578125","4596.478515625"
"1335","2132","2132","2132","5041.51171875","5041.51171875","5041.51171875","1523.6666666666667","1494","1544","5437.869303385417","5378.17041015625","5514.81884765625","2352.8333333333335","2324","2371","5670.463216145833","5073.19482421875","6294.44482421875","2605.1666666666665","2572","2642","5125.49853515625","5013.5244140625","5226.9208984375","3983","3915","4105","4998.84326171875","4892.0615234375","5105.02001953125","2672.8333333333335","2651","2697","5353.575276692708","5230.0625","5559.04296875","2971.1666666666665","2939","2988","4853.737223307292","4378.88037109375","5206.361328125","3028.4285714285716","2969","3054","4619.938755580357","4260.55029296875","5329.4775390625","4447.666666666667","4341","4514","4111.375325520833","3781.911376953125","4598.63134765625"
"1336","2028.5","1940","2117","5576.52685546875","5179.45947265625","5973.59423828125","1524.6666666666667","1495","1545","5474.81005859375","5378.64599609375","5614.61474609375","2354.8333333333335","2326","2373","5673.080973307292","5072.1923828125","6301.67724609375","2607.1666666666665","2574","2644","5124.028889973958","4988.62255859375","5271.29736328125","3986","3918","4108","5014.136501736111","4902.24365234375","5132.86328125","2675.2","2653","2699","5285.5564453125","5167.931640625","5532.35009765625","2973.1666666666665","2941","2990","4855.134847005208","4404.22607421875","5215.353515625","3026.8333333333335","2971","3056","4641.3408203125","4230.3984375","5325.47216796875","4454.9","4344","4517","4085.701708984375","3790.446044921875","4600.16552734375"
"1337","2039","1943","2135","5108.54296875","5055.3271484375","5161.7587890625","1525.6666666666667","1496","1546","5484.345540364583","5426.00537109375","5594.6259765625","2356.8333333333335","2328","2375","5668.927408854167","5070.33642578125","6295.08349609375","2609.1666666666665","2576","2646","5126.657470703125","5007.3857421875","5245.99169921875","4001.3","3921","4112","4997.974072265625","4872.2294921875","5118.5400390625","2676.5","2655","2701","5322.935384114583","5093.666015625","5595.8662109375","2977.714285714286","2943","2993","4914.165945870535","4380.28466796875","5243.34423828125","3033.1428571428573","2973","3059","4623.31689453125","4240.47509765625","5357.77880859375","4450.636363636364","4347","4521","4132.356423117898","3775.200927734375","4601.953125"
"1338","2120","2120","2120","5985.07373046875","5985.07373046875","5985.07373046875","1533","1497","1548","5431.21455078125","5161.88427734375","5636.689453125","2364.4","2330","2377","5541.765625","5072.220703125","6284.515625","2611.1666666666665","2578","2648","5105.232340494792","4956.65380859375","5252.783203125","3992.3333333333335","3924","4115","4969.807183159723","4909.98974609375","5032.60791015625","2673.6","2657","2702","5350.16337890625","5063.91015625","5634.09423828125","2973.1428571428573","2945","2995","4824.405622209822","4376.517578125","5243.654296875","3035.1428571428573","2975","3061","4594.748465401785","4203.1591796875","5385.369140625","4461.9","4351","4524","4084.2287841796874","3795.15283203125","4601.09130859375"
"1339","2069","1946","2138","5400.67138671875","5037.369140625","6013.65185546875","1521","1498","1549","5458.9110107421875","5343.97119140625","5618.5966796875","2358.2","2331","2379","5668.99833984375","5075.517578125","6288.6103515625","2613.1666666666665","2580","2650","5092.461507161458","4960.734375","5254.5263671875","3995.3333333333335","3927","4118","4925.296061197917","4847.337890625","4987.61474609375","2683.714285714286","2659","2705","5240.353794642857","4981.32568359375","5596.5400390625","2982.1428571428573","2948","2997","4719.026785714285","4366.81787109375","5211.994140625","3033.5","2977","3063","4681.676595052083","4218.4375","5438.53564453125","4457.636363636364","4354","4528","4152.126242897727","3845.37939453125","4602.6650390625"
"1340","2141","2141","2141","5072.61376953125","5072.61376953125","5072.61376953125","1529.6666666666667","1500","1550","5478.3388671875","5384.93994140625","5615.9384765625","2358.4","2333","2380","5790.4056640625","5074.6650390625","6299.9755859375","2615.1666666666665","2582","2652","5073.707845052083","4947.28759765625","5207.31884765625","3998.3333333333335","3930","4121","4913.641004774306","4809.19580078125","4971.04931640625","2682.5","2661","2707","5299.467936197917","5066.05712890625","5596.54736328125","2982.1666666666665","2950","2999","4779.850504557292","4389.38525390625","5105.22314453125","3032.5","2979","3066","4740.356262207031","4203.22314453125","5429.0458984375","4459.5","4358","4531","4160.674774169922","3827.378662109375","4600.08349609375"
"1341","2037.5","1949","2126","5556.914306640625","5097.0087890625","6016.81982421875","1530.6666666666667","1501","1551","5479.85205078125","5424.2021484375","5572.14404296875","2363.8333333333335","2335","2382","5652.2275390625","5065.3623046875","6264.77783203125","2617.1666666666665","2584","2654","5085.6064453125","4968.8857421875","5216.80078125","3996.1","3933","4124","4914.065625","4784.7666015625","4968.37548828125","2684.5","2663","2709","5277.27099609375","5052.169921875","5566.390625","2986.714285714286","2952","3002","4856.079659598215","4410.21435546875","5115.12255859375","3042.1428571428573","2982","3068","4632.725376674107","4219.1669921875","5440.83447265625","4464.090909090909","4361","4535","4158.319402521307","3851.743408203125","4590.212890625"
"1342","2048","1952","2144","5124.818359375","5080.20654296875","5169.43017578125","1538","1502","1553","5511.6923828125","5414.90869140625","5634.04541015625","2371.4","2337","2384","5541.983203125","5070.98193359375","6277.96435546875","2619.1666666666665","2586","2656","5096.42919921875","4972.4150390625","5206.50439453125","4004.6666666666665","3936","4127","4884.87353515625","4761.4072265625","4990.67626953125","2686.5","2665","2711","5276.321126302083","5082.01513671875","5531.53125","2982.1428571428573","2954","3004","4846.06689453125","4374.89794921875","5105.4091796875","3040.5","2984","3070","4714.882242838542","4274.8056640625","5463.4326171875","4471","4365","4538","4143.221327039931","3869.994873046875","4593.7109375"
"1343","2138","2129","2147","5538.012451171875","5067.8837890625","6008.14111328125","1533.3333333333333","1503","1554","5499.952473958333","5421.59814453125","5632.1162109375","2367.5","2338","2386","5651.022867838542","5054.3310546875","6280.87255859375","2621.1666666666665","2588","2658","5109.307698567708","4997.9736328125","5220.3505859375","4007.6666666666665","3939","4130","4884.8564453125","4804.892578125","5003.78271484375","2688.5","2667","2713","5313.267171223958","5149.61376953125","5564.4765625","2991.1428571428573","2957","3006","4764.269321986607","4360.208984375","5144.39892578125","3046.8571428571427","2986","3073","4664.101353236607","4272.8271484375","5457.29931640625","4470.818181818182","4368","4542","4180.859530362216","3905.525146484375","4598.5224609375"
"1344","2043.5","1955","2132","5585.580810546875","5166.1474609375","6005.01416015625","1527","1504","1555","5440.0390625","5305.4140625","5573.45361328125","2367.2","2340","2388","5662.20869140625","5069.31005859375","6265.49560546875","2623.1666666666665","2590","2660","5121.223307291667","5003.1953125","5237.0400390625","4010.6666666666665","3942","4133","4879.862141927083","4773.447265625","5008.0576171875","2690.5","2669","2715","5311.347330729167","5158.626953125","5553.38427734375","2993.714285714286","2959","3009","4911.273507254465","4435.47998046875","5191.48876953125","3044.8333333333335","2988","3075","4689.33447265625","4237.57080078125","5402.57568359375","4481.7","4372","4545","4130.819287109375","3878.833740234375","4596.0087890625"
"1345","2054","1958","2150","5116.483642578125","5060.52099609375","5172.4462890625","1535.6666666666667","1506","1556","5454.984375","5359.69873046875","5580.5263671875","2367.4","2342","2389","5759.08701171875","5030.6533203125","6265.59228515625","2625.1666666666665","2592","2662","5115.4150390625","4982.3623046875","5234.0859375","4026","3945","4137","4867.37431640625","4730.09765625","5021.4404296875","2692.5","2671","2717","5301.335693359375","5144.83544921875","5570.45361328125","2993.5","2961","3011","4894.289632161458","4397.88916015625","5207.6240234375","3043.5","2990","3077","4661.513916015625","4161.34619140625","5395.40283203125","4465.111111111111","4375","4548","4232.250108506944","3885.351806640625","4595.9697265625"
"1346","2135","2135","2135","6009.24658203125","6009.24658203125","6009.24658203125","1536.6666666666667","1507","1557","5489.432291666667","5395.419921875","5651.25537109375","2372.8333333333335","2344","2391","5653.015950520833","5039.35888671875","6271.06591796875","2627.1666666666665","2594","2664","5124.943277994792","5021.52880859375","5223.62255859375","4017","3948","4140","4893.277506510417","4769.90478515625","5022.1181640625","2694.5","2673","2719","5292.58642578125","5112.2412109375","5595.361328125","2991.1428571428573","2963","3013","4870.352399553572","4419.6005859375","5115.39111328125","3053.8571428571427","2993","3080","4568.200265066965","4144.05615234375","5333.40966796875","4503","4379","4552","4069.3050401475693","3817.081787109375","4597.94189453125"
"1347","2084","1961","2153","5395.97607421875","5055.3583984375","5968.4736328125","1544","1508","1559","5478.14384765625","5321.890625","5653.06494140625","2380.4","2346","2393","5543.613671875","5062.83837890625","6290.8359375","2629.1666666666665","2596","2666","5132.962483723958","5023.07470703125","5230.95654296875","4020","3951","4143","4870.906955295139","4771.00048828125","5010.8125","2696.5","2675","2721","5272.095296223958","5062.80224609375","5580.5986328125","3002.125","2966","3016","4798.323059082031","4404.01025390625","5119.568359375","3051.8333333333335","2995","3082","4628.544189453125","4177.30078125","5370.72509765625","4487","4381","4555","4132.504584418402","3817.081787109375","4599.37109375"
"1348","2156","2156","2156","5070.3466796875","5070.3466796875","5070.3466796875","1539.3333333333333","1509","1560","5451.989420572917","5353.4755859375","5578.8828125","2374.2","2347","2395","5671.94306640625","5071.48876953125","6287.3837890625","2631.1666666666665","2598","2668","5129.131917317708","5013.17041015625","5233.7275390625","4023","3954","4146","4876.437771267361","4780.50341796875","5016.55419921875","2698.5","2677","2723","5280.47509765625","5097.81005859375","5570.97314453125","3000.5","2968","3018","4857.019612630208","4453.05517578125","5107.99560546875","3050.5","2997","3084","4690.783142089844","4197.42236328125","5412.81787109375","4496.9","4384","4559","4119.330029296875","3853.883056640625","4598.9326171875"
"1349","2052.5","1964","2141","5516.08642578125","5114.408203125","5917.7646484375","1540.3333333333333","1510","1561","5480.211100260417","5388.99658203125","5659.42822265625","2378.1666666666665","2349","2397","5665.356363932292","5043.73193359375","6299.04541015625","2633.1666666666665","2600","2670","5139.889973958333","5019.74853515625","5246.03662109375","4019.4","3957","4149","4882.3826171875","4805.205078125","4981.39013671875","2700.5","2679","2725","5295.231852213542","5093.42529296875","5604.4052734375","3002.5","2970","3020","4903.246500651042","4482.09814453125","5173.53564453125","3060.8571428571427","3000","3087","4629.504185267857","4224.8935546875","5428.1357421875","4488.5","4387","4562","4181.191589355469","3890.727294921875","4599.57373046875"
"1350","2063","1967","2159","5109.18115234375","5070.97021484375","5147.39208984375","1534","1511","1562","5481.7889404296875","5420.3505859375","5646.8544921875","2376.4","2351","2398","5779.81669921875","5028.1435546875","6286.7333984375","2635.1666666666665","2602","2672","5144.186848958333","5047.5302734375","5237.15478515625","4029.3333333333335","3961","4152","4914.052408854167","4831.2587890625","4972.6953125","2702.5","2681","2727","5298.743570963542","5104.78125","5585.55908203125","3000.1428571428573","2972","3022","4913.003138950893","4452.4013671875","5130.041015625","3058.8333333333335","3002","3089","4657.853678385417","4236.89013671875","5389.2080078125","4496","4390","4565","4133.966010199652","3841.1875","4598.78662109375"
"1351","2153","2144","2162","5495.722900390625","5081.978515625","5909.46728515625","1549","1513","1564","5469.86796875","5329.9755859375","5666.828125","2381.8333333333335","2353","2400","5664.114583333333","5052.134765625","6297.15673828125","2637.1666666666665","2604","2674","5135.780843098958","5069.10791015625","5208.2763671875","4032.3333333333335","3964","4155","4939.102105034723","4873.369140625","5018.533203125","2704.285714285714","2683","2729","5279.429896763393","5081.0341796875","5477.70166015625","3009.4285714285716","2975","3025","4931.095633370535","4457.45263671875","5149.5400390625","3057.5","3004","3091","4657.307189941406","4245.17626953125","5322.1318359375","4496","4393","4569","4157.022860440341","3824.381591796875","4600.5166015625"
"1352","2058.5","1970","2147","5553.6904296875","5142.255859375","5965.125","1544.3333333333333","1514","1565","5499.03857421875","5416.09423828125","5642.8818359375","2389.4","2355","2402","5542.2025390625","5064.45751953125","6296.09033203125","2639.1666666666665","2606","2676","5139.615478515625","5027.49853515625","5223.890625","4035.3333333333335","3967","4158","4946.127549913194","4846.37841796875","5066.9501953125","2707.2","2685","2731","5265.022265625","5190.97607421875","5374.70556640625","3011.4285714285716","2977","3027","4830.888671875","4400.986328125","5165.24169921875","3067.8571428571427","3007","3094","4552.288155691965","4243.57568359375","5179.755859375","4506.5","4397","4572","4115.809350585938","3857.4091796875","4600.85498046875"
"1353","2165","2165","2165","5067.546875","5067.546875","5067.546875","1545.3333333333333","1515","1566","5497.4423828125","5420.51171875","5626.65478515625","2383.2","2356","2404","5666.765234375","5031.20166015625","6296.73291015625","2641.1666666666665","2608","2678","5090.666666666667","5012.35205078125","5151.95849609375","4046.625","3970","4161","4963.684143066406","4875.4248046875","5096.541015625","2709","2687","2734","5259.404513888889","5094.1669921875","5356.884765625","3011.5","2979","3029","4882.214599609375","4423.9169921875","5204.322265625","3058","3009","3096","4641.419015066965","4210.06689453125","5142.21923828125","4506.5","4400","4576","4168.325785319011","3912.458251953125","4605.046875"
